RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
5053,Male,93.0,86.0,88.0,11.0,Technical
2440,Male ,46.0,42.0,61.0,21.0,Academic
2934,Male,55.0,63.0,36.0,40.0,Technical
1248,Female,94.0,63.0,97.0,22.0,Technical
869,Male,59.0,63.0,79.0,23.0,Technical
4836,Male,49.0,76.0,49.0,26.0,Technical
3778,Male,70.0,65.0,75.0,,Technical
1828,FEMALE,45.0,80.0,27.0,30.0,ACADEMIC
1189,Female,36.0,99.0,83.0,17.0,Technical
4242,Male,89.0,59.0,33.0,28.0,
5398,Female,,41.0,83.0,,Technical
1567,Female,45.0,93.0,80.0,14.0,Technical 
3641,Male,77.0,94.0,68.0,24.0,technical
264,Female,34.0,75.0,41.0,22.0,Technical
5376,Male,54.0,43.0,69.0,15.0,Academic
5505,,88.0,56.0,91.0,14.0,Technical
3482,FEMALE,34.0,39.0,47.0,16.0,technical
3415,Male,98.0,82.0,63.0,24.0,technical
5178,Male ,83.0,91.0,66.0,33.0,Technical
5524,Male,35.0,59.0,55.0,27.0,Technical
2604,Female,91.0,77.0,100.0,22.0,Technical
2672,Female,90.0,57.0,99.0,37.0,ACADEMIC
3536,Male,48.0,76.0,75.0,31.0,Technical
1685,Female,40.0,39.0,61.0,39.0,Academic
1229,Male,100.0,91.0,38.0,36.0,Technical
3534,Male,31.0,47.0,28.0,16.0,Technical
817,Female,52.0,42.0,36.0,16.0,Technical
1897,Female,73.0,92.0,76.0,31.0,Technical
2323,Male,83.0,37.0,94.0,27.0,Technical
2869,Male,33.0,35.0,75.0,40.0,Academic
3294,Male ,,98.0,64.0,37.0,Technical
4229,Male,56.0,80.0,77.0,4.0,Technical
4381,Male,37.0,72.0,42.0,9.0,Technical
5580,Male,63.0,91.0,47.0,12.0,Technical
3821,Male,62.0,80.0,60.0,36.0,Technical 
2273,Male,45.0,47.0,48.0,18.0,Technical
4609,Female,96.0,99.0,58.0,31.0,ACADEMIC
4554,Female,87.0,74.0,68.0,13.0,Technical
2407,Male,35.0,77.0,55.0,24.0,Technical
2672,Female,90.0,57.0,99.0,37.0,ACADEMIC
1359,Male,44.0,68.0,52.0,12.0,Technical
3712,Male,34.0,83.0,26.0,34.0,Technical
5133,Female,42.0,85.0,61.0,19.0,Technical
233,Male,40.0,48.0,68.0,33.0,Academic
2655,FEMALE,55.0,98.0,45.0,39.0,Technical
3173,Male,90.0,49.0,46.0,40.0,Technical
3433,Male,54.0,83.0,72.0,15.0,Technical
5444,Male,150.0,84.0,52.0,30.0,ACADEMIC
669,Female,30.0,78.0,97.0,19.0,Academic
3491,Male,38.0,97.0,72.0,40.0,Technical
3662,Female,100.0,47.0,63.0,19.0,Technical
2453,Female,58.0,41.0,39.0,24.0,Technical
2865, Female,31.0,83.0,57.0,8.0,ACADEMIC
2030,male,79.0,41.0,46.0,16.0,Technical
951,Male,89.0,83.0,29.0,16.0,Technical
182,Female,75.0,72.0,49.0,29.0,Technical
3492,Female,57.0,36.0,83.0,24.0,Academic
5229,Male,79.0,41.0,89.0,12.0,Technical 
4971,Male,87.0,79.0,74.0,28.0,Technical
630,male,74.0,73.0,25.0,39.0,Technical
3177,Female,49.0,99.0,50.0,18.0,Technical
4917,Female,66.0,100.0,84.0,40.0,Technical
1332,Male,62.0,,33.0,17.0,Technical
1138,Female,90.0,47.0,91.0,40.0,Technical 
2821,male,55.0,70.0,34.0,25.0,Technical
2621,Female,54.0,67.0,98.0,26.0,
4296, Female,56.0,53.0,58.0,6.0,
3675,Female,81.0,74.0,81.0,18.0,technical
4950,Male,45.0,90.0,38.0,14.0,Technical
1315,male,77.0,96.0,91.0,26.0,Technical
1911,Female,86.0,56.0,81.0,14.0,Technical
3409,Male,79.0,42.0,95.0,12.0,Technical
2527,Male,76.0,49.0,94.0,14.0,Technical
5467,Female,39.0,79.0,98.0,22.0,Technical
1049,Female,57.0,35.0,74.0,26.0,Academic
2853,Male,80.0,94.0,91.0,5.0,Technical
1709,Male,72.0,52.0,97.0,4.0,Technical
105,Male,95.0,76.0,33.0,19.0,Technical
3879, Female,81.0,52.0,90.0,29.0,Technical
3145,Female,37.0,61.0,83.0,15.0,Technical 
3963,Male,52.0,97.0,28.0,13.0,Technical
4861,Male,42.0,89.0,50.0,33.0,Technical
756,Male,61.0,94.0,82.0,5.0,Technical
4414,Female,82.0,64.0,41.0,14.0,Technical
3183,FEMALE,69.0,60.0,30.0,32.0,ACADEMIC
2480,Female,94.0,67.0,77.0,22.0,Technical
2993, Female,80.0,62.0,37.0,18.0,technical
3448,Male,53.0,60.0,58.0,20.0,technical
3737,Female,73.0,74.0,84.0,37.0,Technical
4357,,82.0,93.0,47.0,16.0,Technical
3124,Male,44.0,41.0,98.0,40.0,Academic
3389,Female,69.0,79.0,38.0,31.0,Technical
1933,Female,35.0,44.0,66.0,12.0,Academic
1497,Male,65.0,78.0,83.0,15.0,Technical
2310,Female,36.0,47.0,35.0,12.0,Technical
3310,Female,89.0,55.0,28.0,34.0,Technical
4250,Female,88.0,80.0,43.0,10.0,Technical
677,Male,86.0,73.0,98.0,15.0,Technical
154,Female,56.0,55.0,52.0,21.0,Technical
2344,Female,50.0,85.0,100.0,6.0,Technical
4733,Female,64.0,91.0,85.0,6.0,Technical
683,Male,83.0,52.0,46.0,20.0,Technical
1528,Female,34.0,42.0,29.0,31.0,Academic
2274,Female,41.0,59.0,25.0,39.0,Technical
2510,Male,59.0,51.0,74.0,,Technical
3286,Female,65.0,79.0,77.0,,Technical
4771,Male,58.0,90.0,93.0,37.0,Technical
342,Female,83.0,44.0,78.0,27.0,Technical
5026, Female,95.0,54.0,36.0,14.0,Technical
1532,Female,46.0,,59.0,6.0,Technical
1939,Female,,72.0,69.0,9.0,technical
5283, Female,77.0,99.0,35.0,28.0,Technical
2202,Female,32.0,56.0,73.0,30.0,ACADEMIC
4424,Male,31.0,63.0,83.0,35.0,Academic
5051,Male,,97.0,97.0,34.0,Technical
4245,Female,76.0,97.0,49.0,21.0,Technical
543, Female,91.0,47.0,94.0,17.0,ACADEMIC
4418,Male,78.0,94.0,58.0,37.0,Technical
246,Male,44.0,98.0,94.0,27.0,Technical
2161,Male,95.0,75.0,28.0,34.0,Technical
407,,78.0,37.0,71.0,17.0,Technical
4966,Female,85.0,65.0,42.0,32.0,ACADEMIC
1319,Female,75.0,35.0,58.0,14.0,Technical
3680,Male,76.0,65.0,96.0,7.0,Technical
2669,Female,83.0,87.0,74.0,10.0,Technical
3326,Female,40.0,90.0,31.0,31.0,Technical
169,Male,93.0,89.0,44.0,5.0,Technical
365,Female,58.0,90.0,46.0,29.0,Technical
5274,Male,80.0,92.0,90.0,,Technical
4182,Male,96.0,54.0,51.0,11.0,Technical
5095,Male,45.0,92.0,,27.0,Technical
5335,Male,35.0,45.0,46.0,17.0,Technical 
1710,Female,37.0,82.0,43.0,,Technical
3195,Male,51.0,93.0,88.0,4.0,
5508,Male ,72.0,59.0,46.0,6.0,Technical
3995,Female,95.0,64.0,45.0,31.0,Technical
638,Male,38.0,37.0,39.0,38.0,Academic
2603,Female,76.0,49.0,47.0,36.0,Technical
696,Male,79.0,49.0,92.0,33.0,Technical
3268,,56.0,,84.0,24.0,Academic
525,male,59.0,95.0,54.0,39.0,Technical
2123,Female,87.0,73.0,77.0,20.0,Technical
4409,Male ,92.0,93.0,37.0,26.0,Technical
4578,Male,34.0,62.0,76.0,5.0,Academic
2843,Male,58.0,49.0,57.0,6.0,Technical
3888,Male,51.0,84.0,31.0,11.0,Technical
318,Female,70.0,62.0,91.0,40.0,Technical
4269,Male,46.0,81.0,96.0,36.0,Technical
4680,Male ,46.0,94.0,64.0,4.0,Technical
2794,Male,74.0,38.0,81.0,4.0,Technical
1190,FEMALE,100.0,96.0,26.0,40.0,Technical
5222,Female,84.0,92.0,42.0,23.0,Technical
3287,Male ,69.0,55.0,69.0,15.0,Technical
373,Female,43.0,51.0,73.0,15.0,Academic
2231,FEMALE,76.0,50.0,50.0,28.0,Technical
5371,Male,50.0,80.0,26.0,38.0,Technical
189,Female,,50.0,73.0,31.0,technical
3956,Male,86.0,85.0,48.0,35.0,Technical
3470,Female,56.0,84.0,100.0,7.0,technical
2122,Female,90.0,53.0,49.0,35.0,Technical
4253,Female,46.0,83.0,27.0,11.0,Technical
914,Female,49.0,78.0,33.0,6.0,Technical 
4408, Female,57.0,,82.0,25.0,Technical
378,Female,31.0,87.0,87.0,22.0,Technical
3107,,35.0,75.0,69.0,19.0,Technical
2191,Female,82.0,52.0,65.0,18.0,Technical
3913,Male,97.0,62.0,83.0,38.0,Technical
1398,Male,72.0,60.0,91.0,40.0,technical
1150,Male,91.0,57.0,34.0,6.0,Technical
4862,,97.0,55.0,77.0,28.0,Technical
685,Female,82.0,67.0,39.0,17.0,Technical
3364,Male,56.0,96.0,41.0,20.0,Technical
1317,Male,94.0,79.0,34.0,34.0,Technical
2180,Female,90.0,90.0,82.0,33.0,Technical
3245,Male,82.0,80.0,26.0,7.0,Technical
1329,FEMALE,65.0,84.0,70.0,33.0,Technical 
4065,Male ,31.0,44.0,52.0,38.0,Academic
4670,male,74.0,,60.0,12.0,Technical
731,Female,62.0,85.0,99.0,5.0,Technical
4054,Male,86.0,88.0,42.0,29.0,Technical
1838,Male,53.0,68.0,62.0,16.0,Technical
5216, Female,75.0,61.0,76.0,8.0,
1888,Male ,72.0,82.0,74.0,40.0,Technical
4212,Male,41.0,40.0,82.0,18.0,technical
3236,Female,63.0,69.0,68.0,6.0,Technical
3902,,71.0,82.0,68.0,39.0,Technical
4365,Female,56.0,44.0,57.0,,Technical
377,male,80.0,53.0,56.0,168.0,Technical
3849,Male,41.0,67.0,62.0,7.0,
1641,FEMALE,64.0,,54.0,28.0,Technical
3038,Female,48.0,44.0,83.0,5.0,Academic
5429,Male,59.0,,92.0,6.0,Academic
4311,Male,81.0,42.0,48.0,39.0,Technical
4953,Male ,55.0,72.0,31.0,11.0,Technical
4530,Female,36.0,80.0,62.0,35.0,Technical
3187,Male,70.0,40.0,87.0,10.0,Technical
4898,Female,89.0,90.0,62.0,17.0,Technical
232,Male,75.0,81.0,48.0,12.0,Technical
4281,Male,71.0,49.0,71.0,35.0,ACADEMIC
3555,Female,51.0,51.0,30.0,38.0,Technical
1021,Female,85.0,67.0,67.0,14.0,Technical
2726,Female,81.0,55.0,98.0,15.0,Technical
5048,Female,77.0,49.0,51.0,17.0,Technical 
4967,Male,52.0,96.0,73.0,37.0,Technical 
1832,Female,30.0,53.0,86.0,32.0,ACADEMIC
2080,FEMALE,94.0,54.0,36.0,20.0,Technical
3319,,87.0,86.0,28.0,8.0,Technical
1857,Female,40.0,99.0,74.0,30.0,Technical
1128,Female,60.0,62.0,68.0,31.0,Technical
4502,Female,74.0,97.0,58.0,25.0,ACADEMIC
2295,Male,42.0,86.0,40.0,28.0,Technical
4565,Female,73.0,51.0,68.0,35.0,Technical
4572,Female,94.0,100.0,86.0,30.0,
121,Female,52.0,89.0,79.0,6.0,Technical
986,Male,83.0,42.0,33.0,39.0,Technical
3928,Male,73.0,77.0,53.0,,Technical
4995,Male,41.0,52.0,35.0,22.0,Technical
785,Female,87.0,65.0,65.0,168.0,Technical
1339,,60.0,75.0,85.0,33.0,Technical
3360,Female,83.0,75.0,53.0,6.0,Technical
4616,Male,97.0,79.0,51.0,26.0,Technical
645,Female,75.0,55.0,65.0,23.0,
3750,male,73.0,85.0,39.0,36.0,Technical
2488,Female,35.0,86.0,37.0,12.0,Technical 
4832,Male,38.0,,55.0,28.0,Academic
2651, Female,,73.0,45.0,24.0,Technical
3297,Female,58.0,44.0,52.0,31.0,ACADEMIC
223,Male,42.0,92.0,89.0,36.0,Technical
292,Female,,43.0,28.0,26.0,Technical
5517,Male,65.0,88.0,82.0,12.0,Technical
3651,Female,73.0,89.0,65.0,6.0,Technical
4983,Female,70.0,92.0,34.0,10.0,Technical
2576,Female,71.0,92.0,46.0,36.0,Technical
2250,Female,51.0,88.0,81.0,9.0,Technical
1485,Female,89.0,51.0,83.0,18.0,Technical
2783,Male,58.0,68.0,35.0,8.0,Technical
2679,Male,67.0,58.0,87.0,33.0,Technical
2751,Male,73.0,,98.0,34.0,Technical
274,Male ,56.0,56.0,77.0,10.0,Technical
1168,Male,76.0,66.0,40.0,14.0,Technical
3344,Female,43.0,50.0,56.0,36.0,Technical
3165,Female,,53.0,69.0,22.0,Technical
3540,Female,56.0,98.0,82.0,20.0,Technical
1554,Female,30.0,,77.0,39.0,Academic
3179,Male,65.0,73.0,69.0,7.0,Technical
1251,Female,96.0,86.0,94.0,25.0,Technical
5385,Male,35.0,67.0,66.0,8.0,Technical
3085,Female,39.0,43.0,45.0,13.0,ACADEMIC
4979,Male,87.0,90.0,80.0,33.0,Technical
4197,Male,61.0,37.0,78.0,31.0,Academic
2608,Male,94.0,95.0,53.0,25.0,Technical
1695,Female,39.0,64.0,53.0,4.0,Technical
4475,Female,54.0,40.0,27.0,21.0,Technical
3247,Female,99.0,59.0,84.0,27.0,Technical
263,Female,72.0,,38.0,14.0,Technical
4932,Female,63.0,86.0,25.0,15.0,ACADEMIC
1912,Female,,38.0,100.0,18.0,Academic
415,Female,49.0,63.0,49.0,38.0,
455,Male,60.0,75.0,25.0,7.0,Technical
2496,Male,72.0,42.0,54.0,25.0,Technical
768,Male,99.0,96.0,57.0,4.0,Technical
5248,Female,41.0,38.0,94.0,38.0,Academic
4443,Female,34.0,48.0,78.0,27.0,Academic
4798, Female,66.0,85%,42.0,39.0,
3481,Male,98.0,83.0,95.0,28.0,ACADEMIC
1750,Female,45.0,74.0,43.0,24.0,Technical
2696,,45.0,78.0,56.0,39.0,Technical
1256,Female,55.0,64.0,47.0,33.0,Technical
544,Male,58.0,48.0,76.0,15.0,Technical
1789,FEMALE,94.0,87.0,94.0,26.0,Technical
2560,Male ,,39.0,91.0,29.0,Technical
3768,Male,,49.0,63.0,4.0,Technical
4145,Male,53.0,82.0,60.0,4.0,Technical
2408,FEMALE,70.0,83.0,36.0,17.0,Technical
1452,FEMALE,59.0,52.0,95.0,6.0,Technical
186,Male,92.0,43.0,69.0,25.0,Technical
2155,Female,92.0,100.0,58.0,21.0,Technical 
1370,Male,63.0,50.0,73.0,17.0,Technical
2722,Female,69.0,48.0,60.0,38.0,Technical
560,Male,39.0,69.0,55.0,18.0,Technical
3982,Female,90.0,89.0,61.0,9.0,Technical
866,Female,57.0,92.0,78.0,5.0,Technical
115,Male,100.0,91.0,91.0,11.0,Technical
1720,Female,62.0,97.0,76.0,24.0,Technical
4789,Female,32.0,57.0,42.0,18.0,Technical
829,Male,,35.0,50.0,9.0,Academic
4090,Female,94.0,77.0,43.0,15.0,Technical
5315,Male,94.0,97.0,,29.0,Technical
4382,Female,55.0,56.0,89.0,15.0,Technical
343,Female,65.0,68.0,64.0,17.0,Technical
469,Male,42.0,43.0,85.0,38.0,Academic
2717,FEMALE,36.0,37.0,,27.0,ACADEMIC
3625, Female,68.0,100.0,84.0,14.0,Technical
4262,Male,98.0,43.0,55.0,26.0,Technical
4750,Male,40.0,50.0,61.0,31.0,Technical 
2994,Female,38.0,58.0,75.0,12.0,ACADEMIC
4063,Male,52.0,53.0,36.0,27.0,Technical
1043,Female,,51.0,66.0,21.0,Technical
2397,Male,38.0,46.0,88.0,25.0,Academic
3366, Female,35.0,64.0,87.0,14.0,Academic
899,Female,76.0,42.0,,38.0,Technical
1809,Female,,100.0,76.0,19.0,Technical
4618, Female,53.0,48.0,80.0,33.0,Academic
4467,Male,65.0,97.0,95.0,7.0,Technical
4572,Female,94.0,100.0,86.0,30.0,
4132,Male,66.0,70.0,60.0,34.0,Technical
5449,Male,84.0,89.0,62.0,34.0,Technical
3312,Female,37.0,40.0,49.0,25.0,Academic
1865,Male,57.0,41.0,90.0,13.0,Technical 
3006,Male,39.0,43.0,74.0,11.0,Academic
288,FEMALE,51.0,51.0,95.0,34.0,Academic
3175,Female,42.0,38.0,51.0,29.0,Academic
4328,male,79.0,56.0,96.0,10.0,Technical
5356,Male,94.0,53.0,35.0,31.0,technical
4879,Male,73.0,67.0,,10.0,Technical
5127,Male,34.0,36.0,50.0,8.0,Academic
776,Female,83.0,44.0,67.0,38.0,Technical
728,Female,85.0,85.0,64.0,8.0,Technical
2469,Male,45.0,58.0,70.0,40.0,Technical
4853,Female,92.0,37.0,45.0,6.0,Technical
1184,FEMALE,50.0,79.0,75.0,12.0,Technical
3128,Female,66.0,62.0,98.0,,Technical
4191,,,85%,30.0,7.0,Technical
2729, Female,,64.0,93.0,27.0,ACADEMIC
5201,Male,85.0,82.0,46.0,11.0,Technical
3081,Male,93.0,38.0,58.0,35.0,Technical
460,Female,73.0,53.0,34.0,4.0,Technical
1983,Female,100.0,78.0,62.0,34.0,Technical
302,FEMALE,53.0,59.0,30.0,34.0,Technical
2243,Female,66.0,97.0,50.0,33.0,Technical
2770,Male,49.0,75.0,99.0,24.0,technical
2759,Male,44.0,92.0,75.0,6.0,
1148,Male,74.0,87.0,90.0,33.0,
2039,Male,40.0,57.0,44.0,4.0,Technical
2879,Male,61.0,82.0,44.0,25.0,Technical
2674,Male,97.0,86.0,59.0,36.0,Technical
5329,Male,36.0,44.0,70.0,24.0,Academic
4775,FEMALE,86.0,40.0,36.0,21.0,Technical
3892, Female,80.0,45.0,83.0,16.0,Technical
968,Male,83.0,65.0,73.0,27.0,Technical 
4322,Female,45.0,75.0,31.0,11.0,Technical
2785,Male,99.0,,43.0,17.0,Technical
1864,Male,81.0,41.0,34.0,,Technical
3538,Female,41.0,86.0,63.0,8.0,Technical
4106,Male,57.0,48.0,85.0,16.0,Academic
4830,Male,66.0,,52.0,12.0,Technical
4101,Female,,88.0,52.0,30.0,Technical
5595,Male,58.0,98.0,35.0,30.0,Technical
1895,Male,90.0,38.0,40.0,14.0,Technical
2629,male,75.0,38.0,94.0,34.0,Technical
5455,Female,55.0,39.0,42.0,26.0,Technical
2641,Female,99.0,84.0,53.0,8.0,Technical
1463, Female,87.0,60.0,73.0,35.0,Technical
5071,Male,43.0,59.0,,11.0,Technical
1364,Male,100.0,59.0,,31.0,Technical
1716,Female,92.0,36.0,80.0,4.0,ACADEMIC
4615,Female,56.0,71.0,28.0,37.0,Technical
4263,Female,36.0,54.0,84.0,35.0,Academic
598,Male,64.0,66.0,,23.0,Technical
1371,Female,30.0,71.0,41.0,8.0,Technical
465,Female,100.0,71.0,,16.0,Technical 
5096,Female,42.0,80.0,36.0,30.0,Technical
1051,Female,56.0,65.0,63.0,26.0,Technical
1480,,54.0,93.0,85.0,,Technical 
444,Male,80.0,71.0,93.0,40.0,Technical
1457,Female,66.0,68.0,66.0,23.0,Technical
4151,Female,66.0,70.0,70.0,18.0,Technical
3030,Male ,45.0,42.0,28.0,13.0,Technical
5494,Female,73.0,99.0,77.0,19.0,Technical
3430,Female,50.0,62.0,40.0,22.0,Technical
2121,Female,56.0,76.0,25.0,38.0,ACADEMIC
5434,Male,35.0,36.0,46.0,40.0,Academic
2049,Male,87.0,,73.0,23.0,Technical
3905,Male,79.0,39.0,32.0,36.0,Technical
3240, Female,72.0,52.0,44.0,15.0,
1927,Male,61.0,41.0,40.0,39.0,Technical
3202,Female,42.0,91.0,81.0,13.0,Technical
4732,Male,53.0,95.0,34.0,14.0,Technical
243,Male,75.0,91.0,29.0,18.0,Technical
2341,Female,42.0,38.0,26.0,22.0,Technical
2482,Female,33.0,83.0,83.0,7.0,Technical 
3163,male,46.0,67.0,78.0,5.0,Technical
3519, Female,82.0,80.0,100.0,36.0,Technical
4760,Female,87.0,67.0,54.0,37.0,Technical
613,male,58.0,55.0,100.0,35.0,Technical
4204,Male,91.0,58.0,28.0,23.0,Technical
3047,male,84.0,57.0,31.0,23.0,Technical
4923,Male,86.0,72.0,69.0,19.0,technical
4905,Female,100.0,66.0,51.0,14.0,
2664,Male,92.0,40.0,30.0,,Technical
4546,Female,93.0,55.0,40.0,4.0,Technical
2486,Female,98.0,80.0,97.0,37.0,Technical
323, Female,32.0,35.0,81.0,22.0,Technical 
3717,Female,81.0,87.0,88.0,39.0,Technical
5302,Female,95.0,47.0,73.0,12.0,Technical
1653,Female,87.0,44.0,83.0,16.0,Technical
2305,Female,59.0,53.0,82.0,9.0,ACADEMIC
2932,Female,63.0,,80.0,26.0,Technical
743,Male,40.0,44.0,57.0,9.0,Academic
5461,Female,59.0,84.0,75.0,11.0,Technical
4619,Male,69.0,,93.0,25.0,
4587,Male,91.0,69.0,42.0,17.0,Technical
3141, Female,46.0,49.0,53.0,16.0,Technical
4946,FEMALE,47.0,95.0,33.0,,Technical 
3304,FEMALE,88.0,59.0,98.0,,Technical
4896,Male,81.0,52.0,36.0,10.0,technical
1136,Female,85.0,76.0,55.0,37.0,Technical
3459,male,41.0,92.0,40.0,11.0,Technical
310,Male,44.0,94.0,49.0,38.0,ACADEMIC
2292,male,63.0,37.0,28.0,4.0,
1596,Female,46.0,44.0,63.0,18.0,Academic
1282,Male,75.0,61.0,71.0,10.0,Technical
5441,Female,65.0,82.0,62.0,,technical
1257,Male,82.0,41.0,87.0,39.0,Technical
2545,Male,69.0,92.0,82.0,26.0,Technical
4320,Male,81.0,83.0,53.0,36.0,Technical
4856,FEMALE,53.0,35.0,98.0,35.0,Academic
1785,Male,80.0,58.0,43.0,28.0,Technical
4364,Male,71.0,,90.0,7.0,Technical
1925,Female,44.0,85.0,42.0,32.0,Technical
1196,Male,92.0,78.0,41.0,,Technical
4347,Male,77.0,64.0,98.0,15.0,Technical
773,FEMALE,76.0,55.0,47.0,27.0,Technical 
3568,male,77.0,84.0,89.0,20.0,Technical
4895,Male,75.0,82.0,82.0,18.0,Technical
140,Male,83.0,98.0,54.0,15.0,Technical
4449,Female,74.0,85.0,39.0,35.0,Technical
4386,FEMALE,92.0,61.0,66.0,26.0,
1644,Male,96.0,78.0,85.0,26.0,Technical
4117,Female,53.0,79.0,84.0,20.0,Technical 
3188,Male,74.0,71.0,37.0,26.0,Technical
2177,Male,36.0,96.0,54.0,31.0,Technical
1413,FEMALE,71.0,52.0,,15.0,Technical
1860,Female,39.0,83.0,54.0,,Technical
2503,Male,30.0,86.0,59.0,11.0,Technical
5532,Male,33.0,66.0,67.0,29.0,Technical
4114,Male,89.0,50.0,87.0,6.0,Technical
3794,Male,84.0,46.0,58.0,6.0,Technical
2219,Male,61.0,54.0,57.0,35.0,Technical
2446,Female,70.0,37.0,69.0,40.0,Technical
628,Male,73.0,49.0,28.0,23.0,Technical
1791,,92.0,79.0,47.0,34.0,Technical
4968,male,46.0,42.0,70.0,33.0,Academic
975,Male,75.0,51.0,76.0,36.0,Technical
3815,Female,76.0,95.0,82.0,33.0,Technical
1688,Male,55.0,98.0,41.0,5.0,Technical
922,Male,48.0,80.0,63.0,5.0,Technical
3838,Female,50.0,88.0,46.0,39.0,Technical
4325, Female,32.0,100.0,97.0,11.0,Technical
405,male,33.0,98.0,90.0,9.0,Technical
5482,,33.0,94.0,45.0,17.0,Technical
265,FEMALE,71.0,70.0,37.0,4.0,Technical
4584,male,60.0,37.0,32.0,34.0,Technical
281,FEMALE,,41.0,60.0,30.0,Academic
5255, Female,93.0,50.0,28.0,39.0,Technical
1230,,99.0,53.0,49.0,31.0,Technical
178,Male,87.0,54.0,,32.0,Technical
401,Male,44.0,78.0,90.0,32.0,
2181,Male,31.0,65.0,82.0,37.0,Academic
4920,FEMALE,999.0,70.0,93.0,32.0,Technical
4907,Male,76.0,39.0,40.0,9.0,Technical
3048,Male,86.0,84.0,42.0,16.0,Technical
1263,male,65.0,70.0,86.0,32.0,Technical
1348,Male,99.0,48.0,79.0,6.0,Technical
5151,Male,76.0,40.0,56.0,15.0,Technical
3796,Male,38.0,93.0,84.0,25.0,Technical
3095,Male,50.0,72.0,34.0,29.0,technical
3574,Female,40.0,69.0,57.0,13.0,technical
4223,Female,,85.0,73.0,16.0,Technical
2757,Female,40.0,54.0,45.0,30.0,technical
1985,Male,81.0,,87.0,168.0,Technical
680,Male,51.0,99.0,81.0,35.0,
1141,,63.0,49.0,70.0,22.0,Technical
4718,Female,56.0,74.0,54.0,27.0,ACADEMIC
5480,Male,95.0,38.0,84.0,25.0,Technical 
4155,FEMALE,37.0,81.0,45.0,5.0,Technical
2038,Female,38.0,39.0,59.0,5.0,Academic
4490,Male,98.0,48.0,89.0,25.0,Technical
5252,Male,81.0,83.0,40.0,22.0,Technical
3227,Female,86.0,62.0,52.0,36.0,ACADEMIC
165,Male,55.0,97.0,83.0,37.0,Technical
617,Male,94.0,90.0,61.0,40.0,Technical
4376,Female,61.0,69.0,74.0,27.0,Technical
767,Male,32.0,76.0,50.0,34.0,Technical
1878,,60.0,95.0,27.0,29.0,Technical
3106,Female,,74.0,59.0,32.0,
3315,Male,98.0,35.0,33.0,23.0,Technical
5057,Male,71.0,87.0,,28.0,Technical
1511,male,68.0,47.0,92.0,29.0,Technical
2921,Female,81.0,41.0,59.0,35.0,Technical
3528,Female,85.0,100.0,27.0,16.0,Technical
4810,Female,88.0,47.0,38.0,20.0,Technical
4330,Male,67.0,45.0,97.0,13.0,Technical 
5571,Female,43.0,95.0,30.0,16.0,Technical
4729, Female,76.0,87.0,78.0,36.0,Technical
2862,Male,81.0,100.0,,32.0,Technical
3070,Male,66.0,59.0,93.0,29.0,
418,Male,97.0,98.0,69.0,,Technical
2265,Male,90.0,79.0,25.0,30.0,Technical
5530,Female,88.0,,26.0,22.0,Technical
5206,Male,57.0,87.0,92.0,5.0,Technical
5058,Female,58.0,80.0,92.0,10.0,Technical
1261,Female,34.0,48.0,78.0,6.0,ACADEMIC
3751, Female,62.0,61.0,64.0,33.0,Technical
2614,Female,75.0,77.0,65.0,30.0,Technical 
5253,Female,30.0,43.0,34.0,5.0,Academic
3407,male,53.0,74.0,84.0,40.0,Technical
2924,Male,50.0,98.0,32.0,19.0,Technical
3656,Female,53.0,68.0,29.0,21.0,Technical
4124,Female,71.0,45.0,97.0,29.0,technical
3559,Female,96.0,64.0,31.0,29.0,Technical
315,Female,98.0,90.0,69.0,28.0,Technical
3596,Male ,52.0,88.0,83.0,16.0,Technical
5286,Female,56.0,91.0,80.0,6.0,Technical
5389,Male,82.0,77.0,43.0,16.0,Technical
2842,Male,37.0,,28.0,35.0,Technical
1287,Female,53.0,40.0,33.0,36.0,Technical
5234,Male,50.0,37.0,90.0,40.0,Technical 
2140,Male,46.0,72.0,70.0,18.0,Technical
3756,Male,36.0,75.0,37.0,25.0,Technical
5511,Female,70.0,64.0,25.0,6.0,Technical
5273,Male,64.0,51.0,62.0,18.0,ACADEMIC
1427,Male,63.0,35.0,80.0,20.0,Academic
4523,Female,50.0,97.0,54.0,15.0,Technical
4858,Female,97.0,54.0,55.0,31.0,Technical
198,FEMALE,150.0,77.0,78.0,11.0,Technical
2520,Male,44.0,81.0,100.0,38.0,Technical
1702,male,59.0,49.0,75.0,26.0,Technical
4673,Male,32.0,87.0,80.0,9.0,Technical
4739,Female,55.0,63.0,61.0,20.0,Technical
5217,Male,85.0,89.0,96.0,6.0,Technical
177,Female,40.0,84.0,86.0,21.0,Technical
3845,Male,77.0,96.0,75.0,36.0,Technical
4153,Male ,80.0,50.0,96.0,,Technical 
5533,Female,34.0,73.0,25.0,5.0,Technical
1228,Male,55.0,55.0,89.0,24.0,Technical
1121,male,49.0,48.0,63.0,17.0,Technical
1841, Female,63.0,44.0,32.0,27.0,Technical
853,Female,87.0,61.0,92.0,25.0,Technical
4594,Female,30.0,43.0,86.0,18.0,Academic
4304,Female,97.0,52.0,64.0,25.0,Technical
5453,Male,32.0,78.0,55.0,17.0,Technical
3285,Female,38.0,53.0,47.0,40.0,Technical
3608,Male,60.0,65.0,43.0,6.0,Technical
